003_vmcu accel pedal depth,003_vmcu accel pedal related,003_vmcu brake lamp,003_vmcu brake related,003_vmcu brakes on,003_vmcu d,003_vmcu n,003_vmcu p,003_vmcu r,003_vmcu real vehicle speed,003_vmcu motor actual speed rpm,000_auxillary battery voltage,000_available charge power,000_available discharge power,000_battery current,000_battery dc voltage,000_battery fan feedback,000_battery fan status,000_battery inlet temperature,000_battery max temperature,000_battery min temperature,000_battery module 01 temperature,000_battery module 02 temperature,000_battery module 03 temperature,000_battery module 04 temperature,000_battery module 05 temperature,000_bms ignition,000_bms main relay,000_cumulative charge current,000_cumulative discharge current,000_cumulative energy charged,000_cumulative energy discharged,000_drive motor speed 1,000_drive motor speed 2,000_hv_charging,000_inverter capacitor voltage,000_isolation resistance,000_maximum cell voltage,000_maximum cell voltage no_,000_minimum cell voltage,000_minimum cell voltage no_,000_normal charge port,000_operating time,000_rapid charge port,000_state of charge bms,000_airbag h/wire duty,000_battery cell voltage deviation,000_battery heater 1 temperature,000_battery heater 2 temperature,000_battery module 06 temperature,000_battery module 07 temperature,000_battery module 08 temperature,000_battery module 09 temperature,000_battery module 10 temperature,000_battery module 11 temperature,000_battery module 12 temperature,000_maximum deterioration cell no_,000_minimum deterioration,000_minimum deterioration cell no_,000_state of charge display,000_state of health,004_calc estimated time 45kw 80% charge,003_vmcu ambient temp,000_battery power,004_calc average battery module temperature,004_calc average cell voltage,created_on,MacAddress,before_parsing,latitude,longitude,gps_speed,ev_speed_kmh,accuracy,rownum
0.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,77.05mph,7770.0rpm,13.6V,98.0kW,98.0kW,5.1A,360.5V,60.0Hz,3.0,20.0C,38.0C,32.0C,33.0C,38.0C,36.0C,33.0C,32.0C,1.0,1.0,44144.0Ah,44127.9Ah,16392.2kWh,15917.6kWh,7700.0rpm,7700.0rpm,0.0,359.0V,1000.0kOhm,3.74V,9.0,3.74V,1.0,0.0,4230.017777777778hours,0.0,64.5%,80.0,0.0V,0.0C,0.0C,34.0C,33.0C,31.0C,33.0C,36.0C,38.0C,33.0C,60.0,100.0%,1.0,67.5%,100.0%,4.666666666666669minutes,12.0C,1.83855kW,34.16666666666666C,3.755208333333334V,2019-11-05 18:44:57,00:1D:A5:00:1B:86,[B@1df166a,37.40217056,127.77976535,119.02436828613281,124.0505,3.2160000801086426,4281
0.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,76.52mph,7707.0rpm,13.6V,98.0kW,98.0kW,5.9A,360.5V,60.0Hz,3.0,20.0C,38.0C,32.0C,33.0C,38.0C,36.0C,33.0C,32.0C,1.0,1.0,44144.0Ah,44127.9Ah,16392.2kWh,15917.6kWh,7600.0rpm,7600.0rpm,0.0,359.0V,1000.0kOhm,3.76V,87.0,3.74V,1.0,0.0,4230.018611111111hours,0.0,64.5%,80.0,0.02V,0.0C,0.0C,34.0C,33.0C,31.0C,33.0C,36.0C,38.0C,33.0C,60.0,100.0%,1.0,67.5%,100.0%,4.666666666666669minutes,12.0C,2.12695kW,34.16666666666666C,3.755208333333334V,2019-11-05 18:45:00,00:1D:A5:00:1B:86,[B@88a817a,37.40196699,127.77905397,120.01677703857422,123.1972,3.2160000801086426,4282
48.5%,218.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,77.33mph,7819.0rpm,13.6V,98.0kW,98.0kW,112.5A,355.8V,60.0Hz,3.0,20.0C,38.0C,32.0C,33.0C,38.0C,36.0C,33.0C,32.0C,1.0,1.0,44144.0Ah,44127.9Ah,16392.2kWh,15917.6kWh,7800.0rpm,7800.0rpm,0.0,354.0V,1000.0kOhm,3.7V,87.0,3.68V,66.0,0.0,4230.019444444444hours,0.0,64.5%,80.0,0.0V,0.0C,0.0C,34.0C,33.0C,31.0C,33.0C,36.0C,38.0C,33.0C,60.0,100.0%,1.0,67.5%,100.0%,4.666666666666669minutes,12.0C,40.0275kW,34.16666666666666C,3.70625V,2019-11-05 18:45:03,00:1D:A5:00:1B:86,[B@c1e2efb,37.40154312,127.77761322,124.65428466796875,124.5013,3.2160000801086426,4283
48.0%,98.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,78.93mph,7966.0rpm,13.6V,98.0kW,98.0kW,119.6A,355.1V,60.0Hz,3.0,20.0C,38.0C,32.0C,33.0C,38.0C,36.0C,33.0C,32.0C,1.0,1.0,44144.0Ah,44128.0Ah,16392.2kWh,15917.7kWh,7900.0rpm,7900.0rpm,0.0,353.0V,1000.0kOhm,3.7V,11.0,3.68V,68.0,0.0,4230.020277777778hours,0.0,64.5%,80.0,0.0V,0.0C,0.0C,34.0C,33.0C,31.0C,33.0C,36.0C,38.0C,33.0C,60.0,100.0%,1.0,67.0%,100.0%,4.853333333333334minutes,12.0C,42.46996kW,34.16666666666666C,3.698958333333334V,2019-11-05 18:45:06,00:1D:A5:00:1B:86,[B@d0b03c1,37.40132807,127.77688597,126.0524185180664,127.07730000000002,3.2160000801086426,4284
47.0%,236.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,80.57mph,8128.0rpm,13.6V,98.0kW,98.0kW,118.3A,354.9V,60.0Hz,3.0,20.0C,38.0C,32.0C,33.0C,38.0C,36.0C,33.0C,32.0C,1.0,1.0,44144.0Ah,44128.1Ah,16392.2kWh,15917.7kWh,8100.0rpm,8100.0rpm,0.0,352.0V,1000.0kOhm,3.7V,9.0,3.68V,66.0,0.0,4230.021111111111hours,0.0,64.5%,80.0,0.0V,0.0C,0.0C,34.0C,33.0C,31.0C,33.0C,36.0C,38.0C,33.0C,60.0,100.0%,1.0,67.0%,100.0%,4.853333333333334minutes,11.5C,41.98467kW,34.16666666666666C,3.696875V,2019-11-05 18:45:08,00:1D:A5:00:1B:86,[B@182caaa,37.4009986,127.77575142,127.48948516845704,129.7177,3.2160000801086426,4285
0.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,81.0mph,8129.0rpm,13.6V,98.0kW,98.0kW,5.5A,359.1V,60.0Hz,3.0,20.0C,38.0C,32.0C,33.0C,38.0C,36.0C,33.0C,32.0C,1.0,1.0,44144.0Ah,44128.2Ah,16392.2kWh,15917.7kWh,8100.0rpm,8100.0rpm,0.0,358.0V,1000.0kOhm,3.74V,9.0,3.72V,1.0,0.0,4230.021666666667hours,0.0,64.5%,75.0,0.0V,0.0C,0.0C,34.0C,33.0C,31.0C,33.0C,36.0C,38.0C,33.0C,60.0,100.0%,1.0,67.0%,100.0%,4.853333333333334minutes,11.5C,1.97505kW,34.16666666666666C,3.740625V,2019-11-05 18:45:11,00:1D:A5:00:1B:86,[B@91ae5ba,37.40077917,127.77500425,124.9836410522461,130.41,3.2160000801086426,4286
37.5%,74.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,79.76mph,8035.0rpm,13.6V,98.0kW,98.0kW,62.8A,356.9V,60.0Hz,3.0,20.0C,38.0C,32.0C,33.0C,38.0C,36.0C,33.0C,32.0C,1.0,1.0,44144.0Ah,44128.2Ah,16392.2kWh,15917.7kWh,8000.0rpm,8000.0rpm,0.0,355.0V,1000.0kOhm,3.72V,87.0,3.7V,66.0,0.0,4230.0225hours,0.0,64.5%,80.0,0.0V,0.0C,0.0C,34.0C,33.0C,31.0C,33.0C,36.0C,38.0C,33.0C,60.0,100.0%,1.0,67.0%,100.0%,4.853333333333334minutes,11.5C,22.41332kW,34.16666666666666C,3.717708333333333V,2019-11-05 18:45:13,00:1D:A5:00:1B:86,[B@fdf4e3b,37.40043877,127.77389404,127.73479614257813,128.4136,3.2160000801086426,4287
0.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,78.23mph,7863.0rpm,13.6V,98.0kW,98.0kW,4.9A,359.7V,60.0Hz,3.0,20.0C,38.0C,32.0C,33.0C,38.0C,36.0C,33.0C,32.0C,1.0,1.0,44144.0Ah,44128.2Ah,16392.2kWh,15917.7kWh,7800.0rpm,7800.0rpm,0.0,358.0V,1000.0kOhm,3.74V,9.0,3.74V,1.0,0.0,4230.023333333334hours,0.0,64.5%,80.0,0.0V,0.0C,0.0C,34.0C,33.0C,31.0C,33.0C,36.0C,38.0C,33.0C,60.0,100.0%,1.0,67.0%,100.0%,4.853333333333334minutes,11.5C,1.76253kW,34.16666666666666C,3.746875V,2019-11-05 18:45:16,00:1D:A5:00:1B:86,[B@60dc501,37.40013649,127.77278417,124.72115020751953,125.95030000000001,3.2160000801086426,4288
0.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,76.21mph,7664.0rpm,13.6V,98.0kW,98.0kW,4.3A,359.8V,60.0Hz,3.0,20.0C,38.0C,32.0C,33.0C,38.0C,36.0C,33.0C,32.0C,1.0,1.0,44144.0Ah,44128.2Ah,16392.2kWh,15917.7kWh,7600.0rpm,7600.0rpm,0.0,358.0V,1000.0kOhm,3.74V,11.0,3.74V,1.0,0.0,4230.023888888889hours,0.0,64.5%,80.0,0.0V,0.0C,0.0C,34.0C,33.0C,31.0C,33.0C,36.0C,38.0C,33.0C,60.0,100.0%,1.0,67.0%,100.0%,4.853333333333334minutes,11.5C,1.54714kW,34.16666666666666C,3.747916666666667V,2019-11-05 18:45:19,00:1D:A5:00:1B:86,[B@8b13eea,37.39997992,127.77204745,123.42300567626954,122.6981,3.2160000801086426,4289
0.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,75.12mph,7550.0rpm,13.6V,98.0kW,98.0kW,5.0A,359.8V,60.0Hz,3.0,20.0C,38.0C,32.0C,33.0C,38.0C,36.0C,33.0C,32.0C,1.0,1.0,44144.0Ah,44128.2Ah,16392.2kWh,15917.8kWh,7500.0rpm,7500.0rpm,0.0,358.0V,1000.0kOhm,3.74V,9.0,3.74V,1.0,0.0,4230.024722222222hours,0.0,64.5%,85.0,0.02V,0.0C,0.0C,34.0C,33.0C,31.0C,33.0C,36.0C,38.0C,33.0C,60.0,100.0%,1.0,67.0%,100.0%,4.853333333333334minutes,11.5C,1.799kW,34.16666666666666C,3.747916666666667V,2019-11-05 18:45:21,00:1D:A5:00:1B:86,[B@26ecda1,37.39978444,127.7709514,118.33505859375,120.94320000000002,4.288000106811523,4290
61.5%,12.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,76.01mph,7686.0rpm,13.6V,98.0kW,98.0kW,158.7A,353.3V,60.0Hz,3.0,20.0C,38.0C,32.0C,33.0C,38.0C,36.0C,33.0C,32.0C,1.0,1.0,44144.0Ah,44128.3Ah,16392.2kWh,15917.8kWh,7700.0rpm,7700.0rpm,0.0,350.0V,1000.0kOhm,3.68V,9.0,3.66V,66.0,0.0,4230.025277777778hours,0.0,64.5%,80.0,0.0V,0.0C,0.0C,34.0C,33.0C,31.0C,33.0C,36.0C,38.0C,33.0C,60.0,100.0%,1.0,67.0%,100.0%,4.853333333333334minutes,11.5C,56.06871kW,34.16666666666666C,3.680208333333333V,2019-11-05 18:45:24,00:1D:A5:00:1B:86,[B@3d0810a,37.39962638,127.76982678,122.30424041748047,122.37610000000002,3.2160000801086426,4291
0.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,75.06mph,7527.0rpm,13.6V,98.0kW,98.0kW,5.2A,359.4V,60.0Hz,3.0,20.0C,38.0C,32.0C,33.0C,38.0C,36.0C,33.0C,32.0C,1.0,1.0,44144.0Ah,44128.3Ah,16392.2kWh,15917.8kWh,7400.0rpm,7400.0rpm,0.0,358.0V,1000.0kOhm,3.74V,9.0,3.74V,1.0,0.0,4230.026111111111hours,0.0,64.0%,80.0,0.0V,0.0C,0.0C,34.0C,33.0C,31.0C,33.0C,36.0C,38.0C,33.0C,60.0,100.0%,1.0,67.0%,100.0%,4.853333333333334minutes,11.5C,1.86888kW,34.16666666666666C,3.74375V,2019-11-05 18:45:27,00:1D:A5:00:1B:86,[B@b59a41a,37.39954008,127.76909279,117.28626251220703,120.84660000000001,3.2160000801086426,4292
0.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,71.6mph,7193.0rpm,13.6V,98.0kW,98.0kW,5.6A,359.7V,60.0Hz,3.0,20.0C,38.0C,32.0C,33.0C,38.0C,36.0C,33.0C,32.0C,1.0,1.0,44144.0Ah,44128.3Ah,16392.2kWh,15917.8kWh,7100.0rpm,7100.0rpm,0.0,358.0V,1000.0kOhm,3.74V,87.0,3.74V,1.0,0.0,4230.026944444445hours,0.0,64.0%,85.0,0.0V,0.0C,0.0C,34.0C,33.0C,31.0C,33.0C,36.0C,38.0C,33.0C,60.0,100.0%,1.0,67.0%,100.0%,4.853333333333334minutes,11.5C,2.01432kW,34.16666666666666C,3.746875V,2019-11-05 18:45:29,00:1D:A5:00:1B:86,[B@1aa732a,37.3994561,127.76805443,109.6446533203125,115.276,3.2160000801086426,4293
0.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,68.51mph,6873.0rpm,13.6V,98.0kW,98.0kW,4.6A,359.8V,60.0Hz,3.0,20.0C,38.0C,32.0C,33.0C,38.0C,36.0C,33.0C,32.0C,1.0,1.0,44144.0Ah,44128.3Ah,16392.2kWh,15917.8kWh,6800.0rpm,6800.0rpm,0.0,358.0V,1000.0kOhm,3.74V,8.0,3.74V,1.0,0.0,4230.0275hours,0.0,64.0%,80.0,0.02V,0.0C,0.0C,34.0C,33.0C,31.0C,33.0C,36.0C,38.0C,33.0C,60.0,100.0%,1.0,67.0%,100.0%,4.853333333333334minutes,11.5C,1.65508kW,34.16666666666666C,3.747916666666667V,2019-11-05 18:45:32,00:1D:A5:00:1B:86,[B@cbee3a,37.39942296,127.76737314,108.70183410644532,110.30110000000002,3.2160000801086426,4294
58.5%,72.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,69.04mph,6971.0rpm,13.6V,98.0kW,98.0kW,132.8A,354.0V,60.0Hz,3.0,20.0C,38.0C,32.0C,33.0C,38.0C,36.0C,33.0C,32.0C,1.0,1.0,44144.0Ah,44128.4Ah,16392.2kWh,15917.8kWh,6900.0rpm,6900.0rpm,0.0,352.0V,1000.0kOhm,3.68V,87.0,3.66V,66.0,0.0,4230.028333333334hours,0.0,64.0%,80.0,0.0V,0.0C,0.0C,34.0C,33.0C,31.0C,33.0C,36.0C,38.0C,33.0C,60.0,100.0%,1.0,66.5%,100.0%,5.04minutes,11.5C,47.0112kW,34.16666666666666C,3.6875V,2019-11-05 18:45:34,00:1D:A5:00:1B:86,[B@f87154a,37.39941584,127.76637213,104.02811965942384,111.15440000000002,3.2160000801086426,4295
0.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,68.07mph,6836.0rpm,13.6V,98.0kW,98.0kW,4.8A,359.2V,60.0Hz,3.0,20.0C,38.0C,32.0C,33.0C,38.0C,36.0C,33.0C,31.0C,1.0,1.0,44144.0Ah,44128.5Ah,16392.2kWh,15917.8kWh,6800.0rpm,6800.0rpm,0.0,358.0V,1000.0kOhm,3.74V,87.0,3.72V,1.0,0.0,4230.029166666666hours,0.0,64.0%,80.0,0.0V,0.0C,0.0C,34.0C,33.0C,31.0C,33.0C,36.0C,38.0C,33.0C,60.0,100.0%,1.0,66.5%,100.0%,5.04minutes,11.5C,1.72416kW,34.08333333333334C,3.741666666666667V,2019-11-05 18:45:37,00:1D:A5:00:1B:86,[B@65e8a8b,37.39942524,127.76536478,103.98209381103516,109.5927,3.2160000801086426,4296
0.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,65.13mph,6537.0rpm,13.6V,98.0kW,98.0kW,4.7A,359.5V,60.0Hz,3.0,20.0C,38.0C,32.0C,33.0C,38.0C,36.0C,33.0C,31.0C,1.0,1.0,44144.0Ah,44128.5Ah,16392.2kWh,15917.8kWh,6500.0rpm,6500.0rpm,0.0,358.0V,1000.0kOhm,3.74V,8.0,3.74V,1.0,0.0,4230.029722222223hours,0.0,64.0%,80.0,0.0V,0.0C,0.0C,34.0C,33.0C,31.0C,33.0C,36.0C,38.0C,33.0C,60.0,100.0%,1.0,66.5%,100.0%,5.04minutes,11.5C,1.68965kW,34.08333333333334C,3.744791666666667V,2019-11-05 18:45:40,00:1D:A5:00:1B:86,[B@6ae676a,37.39943869,127.76440654,100.61663818359375,104.8593,3.2160000801086426,4297
10.0%,180.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,62.48mph,6281.0rpm,13.6V,98.0kW,98.0kW,24.7A,358.8V,60.0Hz,3.0,20.0C,38.0C,32.0C,33.0C,38.0C,36.0C,33.0C,31.0C,1.0,1.0,44144.0Ah,44128.5Ah,16392.2kWh,15917.8kWh,6200.0rpm,6200.0rpm,0.0,357.0V,1000.0kOhm,3.74V,87.0,3.72V,66.0,0.0,4230.030555555555hours,0.0,64.0%,80.0,0.02V,0.0C,0.0C,34.0C,33.0C,31.0C,33.0C,36.0C,38.0C,33.0C,60.0,100.0%,1.0,66.5%,100.0%,5.04minutes,11.5C,8.86236kW,34.08333333333334C,3.7375V,2019-11-05 18:45:43,00:1D:A5:00:1B:86,[B@c6c927a,37.39944593,127.76345951,98.92556762695312,100.5928,3.2160000801086426,4298
53.0%,138.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,63.71mph,6457.0rpm,13.6V,98.0kW,98.0kW,137.1A,353.4V,60.0Hz,3.0,20.0C,38.0C,32.0C,33.0C,38.0C,36.0C,33.0C,31.0C,1.0,1.0,44144.0Ah,44128.6Ah,16392.2kWh,15917.9kWh,6300.0rpm,6300.0rpm,0.0,353.0V,1000.0kOhm,3.68V,9.0,3.66V,66.0,0.0,4230.031388888889hours,0.0,64.0%,80.0,0.0V,0.0C,0.0C,34.0C,33.0C,31.0C,33.0C,36.0C,37.0C,33.0C,60.0,100.0%,1.0,66.5%,100.0%,5.04minutes,11.5C,48.45114kW,34.0C,3.68125V,2019-11-05 18:45:46,00:1D:A5:00:1B:86,[B@c68698a,37.39944877,127.7628314,99.92927856445313,102.57310000000001,3.2160000801086426,4299
0.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,61.52mph,6170.0rpm,13.6V,98.0kW,98.0kW,4.1A,359.3V,60.0Hz,3.0,20.0C,38.0C,32.0C,33.0C,38.0C,36.0C,33.0C,31.0C,1.0,1.0,44144.0Ah,44128.6Ah,16392.2kWh,15917.9kWh,6100.0rpm,6100.0rpm,0.0,358.0V,1000.0kOhm,3.74V,9.0,3.74V,1.0,0.0,4230.032222222222hours,0.0,64.0%,80.0,0.0V,0.0C,0.0C,34.0C,33.0C,31.0C,33.0C,36.0C,38.0C,33.0C,60.0,100.0%,1.0,66.5%,100.0%,5.04minutes,11.5C,1.47313kW,34.08333333333334C,3.742708333333333V,2019-11-05 18:45:48,00:1D:A5:00:1B:86,[B@d2aec9a,37.39946484,127.76191984,97.48593978881836,99.04720000000002,3.2160000801086426,4300
0.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,58.87mph,5902.0rpm,13.6V,98.0kW,98.0kW,3.2A,359.5V,60.0Hz,3.0,20.0C,38.0C,32.0C,33.0C,38.0C,36.0C,33.0C,31.0C,1.0,1.0,44144.0Ah,44128.6Ah,16392.2kWh,15917.9kWh,5800.0rpm,5800.0rpm,0.0,358.0V,1000.0kOhm,3.74V,9.0,3.74V,1.0,0.0,4230.032777777778hours,0.0,64.0%,80.0,0.0V,0.0C,0.0C,34.0C,33.0C,31.0C,33.0C,36.0C,38.0C,33.0C,60.0,100.0%,1.0,66.5%,100.0%,5.04minutes,11.5C,1.1504kW,34.08333333333334C,3.744791666666667V,2019-11-05 18:45:51,00:1D:A5:00:1B:86,[B@1fd1baa,37.39947864,127.7610584,91.76135559082032,94.7807,6.432000160217285,4301
0.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,55.93mph,5655.0rpm,13.6V,98.0kW,98.0kW,129.0A,354.7V,60.0Hz,3.0,20.0C,38.0C,32.0C,33.0C,38.0C,36.0C,33.0C,31.0C,1.0,1.0,44144.0Ah,44128.6Ah,16392.2kWh,15917.9kWh,5600.0rpm,5600.0rpm,0.0,351.0V,1000.0kOhm,3.7V,9.0,3.68V,66.0,0.0,4230.033611111111hours,0.0,64.0%,80.0,0.02V,0.0C,0.0C,34.0C,33.0C,31.0C,33.0C,36.0C,37.0C,33.0C,60.0,100.0%,1.0,66.5%,100.0%,5.04minutes,11.5C,45.7563kW,34.0C,3.694791666666667V,2019-11-05 18:45:54,00:1D:A5:00:1B:86,[B@ae7f6ba,37.39949584,127.76050361,88.89150009155274,90.0473,5.360000133514404,4302
0.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,58.5mph,5860.0rpm,13.6V,98.0kW,98.0kW,4.9A,359.0V,59.0Hz,3.0,20.0C,38.0C,32.0C,33.0C,38.0C,36.0C,33.0C,31.0C,1.0,1.0,44144.0Ah,44128.7Ah,16392.2kWh,15917.9kWh,5800.0rpm,5800.0rpm,0.0,358.0V,1000.0kOhm,3.74V,87.0,3.72V,1.0,0.0,4230.034444444445hours,0.0,64.0%,80.0,0.0V,0.0C,0.0C,34.0C,33.0C,31.0C,32.0C,36.0C,38.0C,33.0C,60.0,100.0%,1.0,66.5%,100.0%,5.04minutes,11.5C,1.7591kW,34.0C,3.739583333333334V,2019-11-05 18:45:57,00:1D:A5:00:1B:86,[B@3694b3b,37.39950374,127.75964751,88.39730072021484,94.185,3.2160000801086426,4303
57.5%,34.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,58.33mph,5920.0rpm,13.6V,98.0kW,98.0kW,143.8A,353.2V,60.0Hz,3.0,20.0C,38.0C,32.0C,33.0C,38.0C,36.0C,33.0C,31.0C,1.0,1.0,44144.0Ah,44128.7Ah,16392.2kWh,15917.9kWh,5900.0rpm,5900.0rpm,0.0,353.0V,1000.0kOhm,3.68V,9.0,3.66V,66.0,0.0,4230.035277777778hours,0.0,63.5%,75.0,0.0V,0.0C,0.0C,34.0C,33.0C,31.0C,32.0C,36.0C,38.0C,33.0C,60.0,100.0%,1.0,66.5%,100.0%,5.04minutes,11.5C,50.79016kW,34.0C,3.679166666666667V,2019-11-05 18:45:59,00:1D:A5:00:1B:86,[B@5fa4a01,37.39950827,127.75878042,90.80163116455078,93.9113,3.2160000801086426,4304
31.5%,146.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,57.51mph,5816.0rpm,13.6V,98.0kW,98.0kW,98.1A,355.3V,60.0Hz,3.0,20.0C,38.0C,32.0C,33.0C,38.0C,36.0C,33.0C,31.0C,1.0,1.0,44144.0Ah,44128.7Ah,16392.2kWh,15917.9kWh,5800.0rpm,5800.0rpm,0.0,353.0V,1000.0kOhm,3.7V,9.0,3.68V,66.0,0.0,4230.035833333333hours,0.0,63.5%,80.0,0.0V,0.0C,0.0C,34.0C,33.0C,31.0C,32.0C,36.0C,37.0C,33.0C,60.0,100.0%,1.0,66.0%,100.0%,5.226666666666666minutes,11.5C,34.85493kW,33.91666666666666C,3.701041666666667V,2019-11-05 18:46:02,00:1D:A5:00:1B:86,[B@d30c2db,37.39951144,127.75792635,92.42937240600587,92.5911,3.2160000801086426,4305
0.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,57.38mph,5768.0rpm,13.6V,98.0kW,98.0kW,3.7A,359.2V,60.0Hz,3.0,20.0C,38.0C,32.0C,33.0C,38.0C,36.0C,33.0C,31.0C,1.0,1.0,44144.0Ah,44128.8Ah,16392.2kWh,15917.9kWh,5700.0rpm,5700.0rpm,0.0,358.0V,1000.0kOhm,3.74V,9.0,3.72V,1.0,0.0,4230.036666666667hours,0.0,63.5%,75.0,0.0V,0.0C,0.0C,34.0C,33.0C,31.0C,32.0C,36.0C,38.0C,33.0C,60.0,100.0%,1.0,66.0%,100.0%,5.226666666666666minutes,11.5C,1.32904kW,34.0C,3.741666666666667V,2019-11-05 18:46:05,00:1D:A5:00:1B:86,[B@67e1afa,37.39951775,127.7573606,89.78283462524415,92.38180000000001,3.2160000801086426,4306
38.0%,118.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,59.45mph,6009.0rpm,13.6V,98.0kW,98.0kW,90.8A,355.4V,60.0Hz,3.0,20.0C,38.0C,32.0C,33.0C,38.0C,36.0C,33.0C,31.0C,1.0,1.0,44144.0Ah,44128.8Ah,16392.2kWh,15918.0kWh,6000.0rpm,6000.0rpm,0.0,353.0V,1000.0kOhm,3.7V,9.0,3.68V,66.0,0.0,4230.0375hours,0.0,63.5%,80.0,0.0V,0.0C,0.0C,34.0C,33.0C,31.0C,32.0C,36.0C,38.0C,33.0C,60.0,100.0%,1.0,66.0%,100.0%,5.226666666666666minutes,11.5C,32.27032kW,34.0C,3.702083333333333V,2019-11-05 18:46:07,00:1D:A5:00:1B:86,[B@2ab520a,37.39952138,127.75647611,92.7941665649414,95.71450000000002,3.2160000801086426,4307
38.0%,144.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,62.47mph,6324.0rpm,13.6V,98.0kW,98.0kW,90.2A,355.1V,60.0Hz,3.0,20.0C,38.0C,32.0C,33.0C,38.0C,36.0C,33.0C,31.0C,1.0,1.0,44144.0Ah,44128.9Ah,16392.2kWh,15918.0kWh,6300.0rpm,6300.0rpm,0.0,353.0V,1000.0kOhm,3.7V,87.0,3.68V,66.0,0.0,4230.038333333333hours,0.0,63.5%,85.0,0.0V,0.0C,0.0C,34.0C,33.0C,31.0C,32.0C,36.0C,38.0C,33.0C,60.0,100.0%,1.0,66.0%,100.0%,5.226666666666666minutes,11.5C,32.03002kW,34.0C,3.698958333333334V,2019-11-05 18:46:10,00:1D:A5:00:1B:86,[B@6bbb84b,37.39953017,127.75554287,99.8353660583496,100.5767,4.288000106811523,4308
37.5%,74.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,65.04mph,6577.0rpm,13.6V,98.0kW,98.0kW,86.5A,355.1V,60.0Hz,3.0,20.0C,38.0C,32.0C,33.0C,38.0C,36.0C,33.0C,31.0C,1.0,1.0,44144.0Ah,44129.0Ah,16392.2kWh,15918.0kWh,6500.0rpm,6500.0rpm,0.0,353.0V,1000.0kOhm,3.7V,9.0,3.68V,66.0,0.0,4230.038888888889hours,0.0,63.5%,80.0,0.0V,0.0C,0.0C,34.0C,33.0C,31.0C,32.0C,36.0C,38.0C,33.0C,60.0,100.0%,1.0,66.0%,100.0%,5.226666666666666minutes,11.5C,30.71615kW,34.0C,3.698958333333334V,2019-11-05 18:46:13,00:1D:A5:00:1B:86,[B@286821b,37.39953326,127.75488157,103.17330780029297,104.71440000000001,4.288000106811523,4309
43.5%,178.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,68.11mph,6890.0rpm,13.6V,98.0kW,98.0kW,92.6A,354.3V,60.0Hz,3.0,20.0C,38.0C,32.0C,33.0C,38.0C,36.0C,33.0C,31.0C,1.0,1.0,44144.0Ah,44129.0Ah,16392.2kWh,15918.0kWh,6900.0rpm,6900.0rpm,0.0,353.0V,1000.0kOhm,3.7V,9.0,3.68V,66.0,0.0,4230.039722222222hours,0.0,63.5%,85.0,0.0V,0.0C,0.0C,34.0C,33.0C,31.0C,32.0C,36.0C,38.0C,33.0C,60.0,100.0%,1.0,66.0%,100.0%,5.226666666666666minutes,11.5C,32.80818kW,34.0C,3.690625V,2019-11-05 18:46:15,00:1D:A5:00:1B:86,[B@6e287eb,37.39955056,127.75384882,108.73846664428712,109.6571,3.2160000801086426,4310
